miliseconds,D,CDK5,D_CDK5,D75,CK1,D_CK1,D137,PKA,D_PKA,D34,D34_CDK5,D34_CK1,PP2B,D34_PP2B,D34_75,D34_137,D75CK1,D75_PKA,PP2A,D75_PP2A,PP2AP,D75_PP2AP,D75_137,D137_CDK5,D137_PKA,D137_PP2C,PP2C,D34_75_CK1,D34_137_CDK5,D34_75_137,D75_137_PKA,D34_75_PP2B,D34_137_PP2B,D34_75_137_PP2B,D34_75_PP2A,D75_137_PP2A,D34_75_137_PP2A,D34_75_PP2AP,D75_137_PP2AP,D34_75_137_PP2AP,D34_137_PP2C,D75_137_PP2C,PDE,PP2Binactive,D34_75_137_PP2C,CK1P,CK1P_PP2B,PDE_PKA,PDEP,PP2A_PKA,Ca,PP2BinactiveCa2,R2C2,cAMP,cAMP_R2C2,cAMP2_R2C2,cAMP3_R2C2,cAMP4_R2C2,cAMP4_R2C,cAMP4_R2,cAMP_PDE,AMP,cAMP_PDEP,PP2ACa,D34_75_PP2ACa,D34_75_137_PP2ACa,D75_PP2ACa,D75_137_PP2ACa,D34_75_PP2APCa,PP2APCa,D34_75_137_PP2APCa,D75_PP2APCa,D75_137_PP2APCa,PP2ACa_PKA
1000,3.6640358975130425e-05,-9.756372663407313e-06,1.256996396786992e-05,0.00013136855417372062,-1.338063955835431e-05,-1.1523105609869032e-06,-7.192674131237451e-05,0.0,0.0,5.3985676095056576e-20,-5.27678051809631e-21,-1.4638076272108536e-21,-1.8562832426709294e-06,0.0,1.5562902944890614e-20,2.653626456504453e-21,-2.2705372819099473e-06,0.0,-6.179815912425688e-06,-1.5436633788326633e-06,0.0,0.0,-0.00013635512747753995,1.2808913076906274e-05,0.0,-1.5775723843106766e-06,1.2258760152293658e-06,-3.852194945688545e-22,6.333576029127958e-22,1.8253732177936958e-21,0.0,0.0,0.0,0.0,-4.558736997388757e-23,3.2664076553765867e-06,2.4726203112135815e-23,0.0,0.0,0.0,-4.224456696287645e-22,8.024315599691154e-06,2e-06,1.7622101412034013e-06,4.769344052782349e-22,-0.0004303080051429768,3.264730704020881e-07,0.0,0.0,0.0,-3.948664659274615e-09,-1.809496376352657e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.253726183992972e-10,0.0,0.0,-2.4898720615997553e-10,-1.7616665967838547e-10,0.0,0.0,0.0,0.0,0.0,0.0
1100,3.345236012320527e-05,-2.2132365482158722e-05,8.302295221077264e-06,8.121945122416351e-05,-4.047191772389847e-06,-1.451303676662405e-06,-7.486925155844605e-05,0.0,0.0,-2.909848839741052e-20,-3.5936588508342725e-21,1.0570208619803718e-21,5.976708098295696e-06,0.0,1.1385319367035456e-20,-6.239932600611173e-21,-5.477951222789567e-06,0.0,2.1266795582215983e-06,-6.403095666918539e-07,0.0,0.0,7.214989157380649e-05,4.83697318144355e-06,0.0,1.836136620717264e-06,-7.885029637220265e-06,-1.7302921497297513e-22,-1.0365848625101524e-21,2.1721351251549755e-21,0.0,0.0,0.0,0.0,1.4499424830423157e-24,5.0418838217355e-07,6.44036252621162e-23,0.0,0.0,0.0,-6.909106533710934e-22,-9.669439302990534e-06,2e-06,1.467025474246931e-06,3.8578720226512505e-22,-7.672468790054139e-05,-2.486726298117842e-07,0.0,0.0,0.0,-2.316932032029249e-07,1.8085068699191328e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1679432677599116e-08,0.0,0.0,7.433859187364636e-10,1.118697210421959e-09,0.0,0.0,0.0,0.0,0.0,0.0
1200,1.61570340963792e-05,-3.327631832272297e-05,1.4877831077233992e-05,0.00013645384687108723,2.4934058526767503e-06,-1.2450661112062078e-06,-5.118295589903546e-05,0.0,0.0,3.581969268512615e-20,-5.877280129912211e-21,1.3211892683611094e-21,-2.458042283254781e-06,0.0,-7.590905175626506e-22,-1.272874580004018e-21,-4.3973366526602704e-06,0.0,7.193246130496277e-06,3.2032658851777597e-06,0.0,0.0,-0.00016902350701247584,5.4560372462871685e-06,0.0,1.5316577910927418e-06,1.1982471068813937e-05,2.13409963000983e-24,2.0378748995463954e-22,-3.8237636142825816e-21,0.0,0.0,0.0,0.0,-3.0462094396817826e-22,4.72343562960658e-06,-5.0585265042685214e-23,0.0,0.0,0.0,-6.747474297254894e-22,-9.309035145924617e-08,2e-06,-1.3699298703351544e-06,4.550758470800275e-22,0.00018808014323189507,-2.8473910435179077e-08,0.0,0.0,0.0,-1.3015415980889834e-07,2.228139591443928e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1706110485766207e-09,0.0,0.0,1.0747207036456416e-09,-2.3459484408577195e-10,0.0,0.0,0.0,0.0,0.0,0.0
1300,2.838420192889724e-05,-2.247751216551428e-05,-1.4926616034689605e-05,-3.917201556246566e-05,-7.191870398135018e-06,-1.1315009587961421e-06,-1.5382911986011943e-05,0.0,0.0,4.5504844000044027e-20,3.6847646393665285e-21,-9.046967629214636e-22,-4.230531120053236e-06,0.0,-1.0776440895887098e-21,-6.698198342489506e-21,-2.827556484397902e-06,0.0,8.725818742182765e-06,1.803566424864542e-06,0.0,0.0,-5.6474477332104014e-05,1.0194840300890723e-06,0.0,-1.8276518729921195e-07,-1.3236432930955923e-05,-5.205697896165303e-22,9.257137579014118e-22,-4.434092164312132e-22,0.0,0.0,0.0,0.0,-3.364140315333504e-22,1.6188252242069751e-06,-6.452295848942843e-23,0.0,0.0,0.0,5.552418878503802e-22,-1.3016388073233815e-06,2e-06,2.8948184472875e-07,-1.8074068136692512e-22,0.00040145038512731727,3.251700274436916e-07,0.0,0.0,0.0,1.1122247576002998e-07,-1.655548100932666e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.981689919840232e-09,0.0,0.0,8.929308853380826e-10,-1.1493432485921019e-09,0.0,0.0,0.0,0.0,0.0,0.0
1400,2.4152704687716574e-05,-1.3414322286330267e-05,-9.384121150422309e-06,-6.282141377090958e-05,9.674992691011304e-06,-2.2172222330153154e-06,7.12173567381091e-05,0.0,0.0,-4.038456544466469e-20,5.137878183833444e-21,-1.6899137050723967e-21,-5.378474692835651e-07,0.0,2.7846258005974916e-21,1.4616133679884674e-20,1.8446263865819462e-06,0.0,1.0750061172840522e-06,5.690300388099434e-07,0.0,0.0,0.00020615543845986712,7.409891330830373e-06,0.0,1.7596574867510938e-06,-5.345512030753833e-06,3.5164411399716284e-22,-7.790135500599447e-22,-1.057096193186554e-21,0.0,0.0,0.0,0.0,-2.0196587415789139e-22,-1.9529781488976814e-06,1.3158002438210057e-23,0.0,0.0,0.0,-3.38034125892452e-22,-4.6884928563752953e-07,2e-06,7.465279560327994e-07,-1.365896031092463e-22,-0.0006008797777919895,2.1030044059822904e-07,0.0,0.0,0.0,2.0445392785577728e-07,-7.233423897797262e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0886684377515023e-08,0.0,0.0,-2.437154192763358e-09,-1.1992574877097976e-10,0.0,0.0,0.0,0.0,0.0,0.0
1500,2.94273643786321e-05,2.6929825420508947e-07,1.1147561785764635e-07,-5.4250971949249644e-05,4.2304363665442654e-06,-1.2123477550661077e-06,6.35291134085095e-06,0.0,0.0,3.4528280861898546e-20,3.1491620969111715e-21,-1.1467468804589144e-21,-3.677281943816503e-06,0.0,-1.481933939928994e-21,-7.213637050099103e-21,-4.695072757218689e-06,0.0,6.8104484796738065e-06,9.363703491361477e-07,0.0,0.0,-0.00017193352575425674,3.7592557717580686e-06,0.0,-1.1815561746556767e-06,-1.0012333639287586e-05,-4.453317850791634e-22,2.8293560855113726e-22,-3.3693009169585766e-21,0.0,0.0,0.0,0.0,3.5256121200364087e-22,1.0834094071402168e-06,-2.8315258959586295e-23,0.0,0.0,0.0,5.093535387250413e-22,2.4330171660952963e-06,2e-06,4.833563055289076e-07,1.793478976688974e-22,7.93046477066843e-05,1.2241557676740428e-07,0.0,0.0,0.0,1.447849393067091e-07,1.8221439361875958e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0827036170139494e-08,0.0,0.0,3.1817510780373245e-10,8.61212051438347e-10,0.0,0.0,0.0,0.0,0.0,0.0
1600,4.424498138949434e-05,-2.071041985205831e-05,-1.26628634603655e-05,6.145895917430358e-06,-1.3834349985722734e-05,-1.6115150016010862e-06,6.17315084150097e-05,0.0,0.0,5.518883033399702e-20,4.5672049415541495e-21,-1.6763253591627944e-21,-5.4185844980904415e-06,0.0,-6.816352516167187e-21,1.264052791364554e-21,-1.471657294966825e-05,0.0,9.199988446688751e-06,-2.73487546010479e-06,0.0,0.0,-9.454250550287809e-05,7.063715641135717e-06,0.0,4.545944695025687e-07,7.62739930520169e-06,-3.790750195638436e-22,-1.1910577304688888e-22,-1.3910923401769726e-21,0.0,0.0,0.0,0.0,-1.8037102237230567e-23,-1.6118838018637438e-06,-5.705941908875999e-23,0.0,0.0,0.0,6.817002487611541e-22,2.8169904549105322e-06,2e-06,-1.1374030855858306e-06,-3.734022778537211e-22,-0.0003333746097092426,9.411215929322276e-09,0.0,0.0,0.0,-2.6686082628332233e-07,1.452403841524494e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.558081640238316e-09,0.0,0.0,7.062236163511846e-10,-1.4518601858459558e-09,0.0,0.0,0.0,0.0,0.0,0.0
1700,7.327384441770942e-05,-2.4475765811730963e-05,1.0782176059542683e-05,-0.00019753018102755134,9.952264824668382e-06,-2.363304232445397e-06,-1.783246551018475e-05,0.0,0.0,9.811281981837813e-21,5.715704534243932e-21,-1.9361718969824394e-23,2.117573987473884e-06,0.0,1.331196135261167e-20,1.3481644031741396e-20,-1.2152453263418623e-05,0.0,-4.593431457274494e-06,2.845881371602352e-06,0.0,0.0,-5.515199451939186e-05,8.045848833759939e-06,0.0,-1.2096920477343916e-06,9.874249153084783e-06,5.337864199058377e-22,-8.749377529600025e-22,-3.3021067078903522e-21,0.0,0.0,0.0,0.0,-1.6087969982787257e-22,3.405250281237838e-06,-6.032410711400941e-23,0.0,0.0,0.0,9.070248126886666e-22,-4.258397108667047e-06,2e-06,-7.739458151172591e-07,5.070052784356138e-22,-5.542235977433148e-05,-1.160899207397243e-07,0.0,0.0,0.0,1.2528080573949823e-07,-2.6044871771332465e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1846642646712761e-09,0.0,0.0,1.2788446153466525e-09,-7.873163029121572e-10,0.0,0.0,0.0,0.0,0.0,0.0
1800,4.1178564762046094e-05,2.866050477816447e-07,-2.1949451970686916e-05,0.0001416256034805726,1.9092685137691145e-06,-1.845014199654267e-06,-4.608091539202183e-05,0.0,0.0,-4.717284797619729e-20,3.634300030430069e-21,-2.0722481844225663e-21,-5.0928201323746075e-06,0.0,1.3375691012853904e-20,1.1394231041005193e-20,-5.012089377914611e-06,0.0,4.147818457534478e-06,-3.998623631797322e-06,0.0,0.0,1.422745319885507e-05,5.218715032319419e-06,0.0,1.2114247693347194e-06,1.4964212613829934e-05,-6.977965662713391e-22,-5.871983402085863e-22,8.115560575432188e-22,0.0,0.0,0.0,0.0,3.5841616329210214e-22,1.6777722027548387e-06,-4.630793374288185e-23,0.0,0.0,0.0,7.412251133597465e-22,-4.581190091217874e-06,2e-06,3.3790588830196084e-07,-6.333135291105885e-23,-0.0004796018629294762,3.2673702789956793e-07,0.0,0.0,0.0,-2.0960136416768091e-07,-1.712408222471803e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.516341286615073e-09,0.0,0.0,-1.4274994700152282e-09,2.9010797611110407e-10,0.0,0.0,0.0,0.0,0.0,0.0
1900,8.32070959546412e-05,1.20724522004482e-05,4.9736104537775015e-06,3.337832671034691e-05,3.520217767692648e-06,-2.2712391811031154e-06,-2.1612779475629078e-05,0.0,0.0,4.6893695878719394e-21,2.1826092722422953e-21,-3.8151437204414606e-22,5.972209316952737e-06,0.0,-3.103832763936412e-21,9.189483606212671e-22,1.3472253697595422e-05,0.0,8.368351806080314e-06,1.0984184479376354e-06,0.0,0.0,-0.00015141837310935359,7.378393541894122e-06,0.0,-3.4029373899711487e-06,-1.3555289127925921e-05,-5.556388558114054e-22,1.084697141822486e-21,-5.138090461856588e-22,0.0,0.0,0.0,0.0,-1.365073845067378e-22,-3.5330637527738657e-06,-6.011051598787811e-23,0.0,0.0,0.0,-3.4493454670533644e-22,2.3226041716932562e-06,2e-06,-1.7337905195146328e-07,6.263227467719347e-22,0.00039727186387946935,3.4382002078248127e-09,0.0,0.0,0.0,5.950441949305616e-08,2.569698776573962e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.333687260458306e-09,0.0,0.0,-1.9783850302401022e-09,8.051800327963124e-10,0.0,0.0,0.0,0.0,0.0,0.0
2000,4.7963232376932314e-05,-2.3506187306129304e-05,-7.262075450095196e-06,0.00012949556734926884,6.201072808677142e-06,-2.568420780713536e-06,1.0181388967406042e-05,0.0,0.0,-2.433440572700793e-20,4.2471453143903445e-21,-3.377540495813264e-22,2.229655318122512e-06,0.0,1.1961421378136664e-20,1.1782527701224959e-20,-1.4680841563276607e-05,0.0,-6.762598307521218e-07,-3.700535269080261e-06,0.0,0.0,4.570059181468065e-05,8.398353572416953e-06,0.0,-4.667523593175855e-08,6.253402976000418e-06,4.392207695035621e-22,-1.5981599137758097e-22,2.2918655874250917e-21,0.0,0.0,0.0,0.0,2.714713520577361e-23,-7.890452842293108e-09,4.9262506246255115e-23,0.0,0.0,0.0,-3.736727247634324e-22,9.1512459089175e-06,2e-06,-1.4704019430061352e-07,-6.744256797246726e-22,0.0001674910853261471,-1.7059271290864772e-07,0.0,0.0,0.0,1.0193329129509352e-07,-3.1407100670960307e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.929862511806515e-09,0.0,0.0,-1.6983302528026423e-09,4.0226898097788956e-10,0.0,0.0,0.0,0.0,0.0,0.0
