miliseconds,D,CDK5,D_CDK5,D75,CK1,D_CK1,D137,PKA,D_PKA,D34,D34_CDK5,D34_CK1,PP2B,D34_PP2B,D34_75,D34_137,D75CK1,D75_PKA,PP2A,D75_PP2A,PP2AP,D75_PP2AP,D75_137,D137_CDK5,D137_PKA,D137_PP2C,PP2C,D34_75_CK1,D34_137_CDK5,D34_75_137,D75_137_PKA,D34_75_PP2B,D34_137_PP2B,D34_75_137_PP2B,D34_75_PP2A,D75_137_PP2A,D34_75_137_PP2A,D34_75_PP2AP,D75_137_PP2AP,D34_75_137_PP2AP,D34_137_PP2C,D75_137_PP2C,PDE,PP2Binactive,D34_75_137_PP2C,CK1P,CK1P_PP2B,PDE_PKA,PDEP,PP2A_PKA,Ca,PP2BinactiveCa2,R2C2,cAMP,cAMP_R2C2,cAMP2_R2C2,cAMP3_R2C2,cAMP4_R2C2,cAMP4_R2C,cAMP4_R2,cAMP_PDE,AMP,cAMP_PDEP,PP2ACa,D34_75_PP2ACa,D34_75_137_PP2ACa,D75_PP2ACa,D75_137_PP2ACa,D34_75_PP2APCa,PP2APCa,D34_75_137_PP2APCa,D75_PP2APCa,D75_137_PP2APCa,PP2ACa_PKA
1000,6.815143661435475e-06,5.6220837023803825e-06,8.670695720242374e-06,-0.0001018101386939301,-1.1941450251963973e-05,-3.707301596802811e-07,-7.366276936156453e-05,0.0,0.0,-1.726211618748429e-20,3.0997541138592453e-21,-1.4629760597377146e-21,-5.190773077618449e-06,0.0,7.015238202109984e-21,-8.55331953618758e-21,-1.7674360349439612e-05,0.0,-4.283936468866628e-06,-1.3069960527447402e-06,0.0,0.0,9.593768123074723e-05,-5.513020175584785e-07,0.0,-1.48331934888529e-06,1.2911630361629547e-05,1.6659920814887873e-22,7.718531912031453e-22,2.4489294520069214e-22,0.0,0.0,0.0,0.0,-3.4965203465476995e-22,2.9139413789272242e-06,2.6777517542481435e-23,0.0,0.0,0.0,-2.247484501470323e-22,-1.0359184396820885e-05,2e-06,1.306714962582428e-06,-5.199421953617489e-22,-0.00013140863967898948,3.5702311583168627e-07,0.0,0.0,0.0,-1.983251722006215e-08,-9.528750130548751e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.133766084739579e-09,0.0,0.0,2.6141765831122115e-09,-3.414417285538435e-10,0.0,0.0,0.0,0.0,0.0,0.0
1100,2.7577133581745837e-05,-1.498644877299883e-05,2.6329128268654152e-06,5.647857674686355e-05,-2.7478826889338698e-06,-1.4690855340718556e-06,-7.095266520591296e-05,0.0,0.0,-5.776159184925199e-22,3.9217849883150706e-21,1.4032731192862784e-21,3.6099151489648627e-06,0.0,-9.929605650094733e-21,1.1384679780829576e-20,-3.000509765354292e-07,0.0,3.5075958800676648e-06,3.0127870034898728e-06,0.0,0.0,-0.00019568098444748718,1.236828639402201e-05,0.0,-2.5652711889451227e-06,-1.320143096901701e-05,-6.519579209321832e-22,-7.634998462916028e-22,-2.8228073759511743e-21,0.0,0.0,0.0,0.0,-2.294541670627471e-22,-1.3134949987284444e-06,-6.033193795156006e-23,0.0,0.0,0.0,4.554071967248351e-22,7.2397558297775105e-06,2e-06,5.156664097910542e-07,-6.3429957117232215e-22,-0.00022010879707304518,-2.6290112152064134e-07,0.0,0.0,0.0,1.9748410116383692e-07,1.5673737704077946e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.866021932754379e-09,0.0,0.0,3.571499018921098e-10,9.574169834130003e-10,0.0,0.0,0.0,0.0,0.0,0.0
1200,5.7775030680393876e-05,-1.6557852318572454e-05,-5.583569690909898e-06,1.0797411621050934e-05,-8.393750914510242e-06,-1.864737071377229e-06,-7.087531684385577e-05,0.0,0.0,3.301434876198626e-20,-3.858061019768182e-21,-9.193186638684686e-22,2.6034629930276163e-06,0.0,1.2089791565617657e-20,-1.2363146563545701e-20,-1.0636654129735214e-05,0.0,-5.330721861533078e-06,3.698448352036781e-07,0.0,0.0,0.00020218884906064865,1.197206039631685e-05,0.0,1.0902530612234607e-06,-1.4376106004328414e-05,2.8989395888855673e-22,-4.649127141845666e-22,3.735345827557298e-21,0.0,0.0,0.0,0.0,2.9982268824938614e-22,-2.0908742062959995e-06,-1.3466030414095542e-23,0.0,0.0,0.0,-8.789422669498943e-22,-1.2982955294232569e-05,2e-06,9.919191233140472e-08,2.663414317801408e-22,0.0004939700993502958,9.525240766734767e-08,0.0,0.0,0.0,-2.732927051267403e-07,-3.4493419443825386e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0681386446185304e-08,0.0,0.0,2.5987094659428048e-09,5.339661873471726e-10,0.0,0.0,0.0,0.0,0.0,0.0
1300,5.796005612970648e-05,-1.8987198245394604e-05,-7.187458994256307e-06,0.00017042031020825582,-1.105850558555206e-05,-1.6980976138386916e-06,5.3635976020929236e-05,0.0,0.0,2.3749727929070135e-20,6.851581333610572e-22,1.3814316929901287e-21,-5.250136122206036e-06,0.0,9.267383800454745e-21,7.512566352660893e-21,9.477419111249746e-06,0.0,1.267079753382889e-06,-5.596115343080377e-07,0.0,0.0,-8.585105169869916e-05,1.3513782165409102e-06,0.0,6.615971413772656e-07,-1.1723566479008483e-05,-4.472433951491324e-22,-9.390680223959125e-22,1.911264687349789e-21,0.0,0.0,0.0,0.0,-1.1029104625695127e-22,-4.015479456881472e-06,5.733219465410997e-23,0.0,0.0,0.0,5.63113999148435e-22,8.052605030945207e-06,2e-06,7.068293713751471e-07,-5.924245750245553e-22,0.0002536748788808605,-1.4199624721708874e-07,0.0,0.0,0.0,-2.079049236531105e-07,8.467326293423344e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1648367504967264e-09,0.0,0.0,-2.346540577728847e-10,1.5322836704463128e-09,0.0,0.0,0.0,0.0,0.0,0.0
1400,3.276654914367522e-05,-1.918016379101093e-05,1.5564611818410647e-05,-9.174150295912014e-05,-3.49677138380106e-06,-1.1221274340736618e-06,2.3704456617116783e-05,0.0,0.0,8.28803049854264e-21,-3.6362836849959425e-21,4.507111696989496e-23,-8.441913308466922e-08,0.0,-3.912035603474667e-21,6.791566601803993e-21,3.9890078433154546e-06,0.0,3.8923531217786167e-07,1.5579750093184959e-06,0.0,0.0,0.00018394194563468483,1.0802769676267025e-05,0.0,1.745371827250226e-06,-7.496568460982067e-06,-2.1905221691831327e-22,-9.442995955036085e-22,-1.5794148980051858e-21,0.0,0.0,0.0,0.0,-1.9268941862633037e-22,-2.8219131336532557e-06,-5.907414408159168e-23,0.0,0.0,0.0,1.4263043962403888e-22,-1.3269781830790202e-05,2e-06,-3.6485350857008685e-07,-2.7029937831449263e-23,3.2988684322161576e-05,1.8950813119119575e-07,0.0,0.0,0.0,4.148939921317238e-08,-8.066481884736689e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.529780010205206e-09,0.0,0.0,2.169950054584676e-09,-1.9232914726480825e-10,0.0,0.0,0.0,0.0,0.0,0.0
1500,6.560389375807624e-05,1.8825958453623386e-05,5.9979673494439325e-06,3.685342935250612e-05,1.0497361332341666e-05,-1.4247869416483538e-06,6.217082117804972e-05,0.0,0.0,-5.470877669182212e-20,4.280585875745354e-21,1.4758870592219535e-21,4.253155738310129e-06,0.0,1.163763094807672e-21,-6.251628994895701e-21,-6.04801902231162e-06,0.0,-7.194540626247022e-06,-3.7381748126515324e-06,0.0,0.0,1.3780854824924714e-05,-6.623975537565736e-06,0.0,-1.8382774463155814e-07,1.692838588439948e-05,2.2582385810936263e-22,-1.6542997851527153e-22,1.7394252017943502e-21,0.0,0.0,0.0,0.0,3.5621241527260587e-22,3.6998223148251862e-06,5.086211927852576e-23,0.0,0.0,0.0,-3.977382149504558e-22,1.0968792326702582e-05,2e-06,-7.522647027116452e-07,4.388977908489635e-22,0.00037741287863287445,-9.28428702854706e-08,0.0,0.0,0.0,1.7069068812484123e-07,-2.88497602740561e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.242887413137517e-09,0.0,0.0,-2.030398483834214e-09,9.196950782864488e-10,0.0,0.0,0.0,0.0,0.0,0.0
1600,5.1223332308295655e-05,1.3212573115221374e-05,1.7191527606688237e-06,-0.00016082118719225208,-2.65762241119406e-07,-1.510021174434651e-06,-2.8277188871147638e-05,0.0,0.0,4.1574370449320494e-20,1.9285326865364377e-21,5.284254909337986e-22,-4.958427822769733e-06,0.0,1.183324276718635e-20,-7.237772460271112e-21,9.932543474650798e-06,0.0,3.890834507371242e-06,2.1180687130983172e-06,0.0,0.0,-1.0283802283218851e-05,2.2816709381190496e-06,0.0,-8.941445046689095e-07,5.260167218207754e-06,2.8323474262136285e-22,1.0010699144940967e-21,1.0184111924517495e-21,0.0,0.0,0.0,0.0,2.9372125359781837e-22,5.53895556297632e-07,4.668066658268919e-23,0.0,0.0,0.0,-4.394477463509465e-26,8.747619631628457e-06,2e-06,-1.0398949295918667e-06,6.001681786763364e-22,0.00045204224714878196,1.8132413608192273e-07,0.0,0.0,0.0,-6.984058850995613e-08,1.765162952907555e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9760298535944755e-09,0.0,0.0,-2.7440454089790903e-09,-8.168921646056832e-10,0.0,0.0,0.0,0.0,0.0,0.0
1700,4.786933047709006e-05,2.322221992937693e-06,6.122267171654282e-07,-9.245303831904836e-05,3.1442906068153714e-06,-2.612217114197152e-06,4.5832588035616474e-05,0.0,0.0,-3.558411004624627e-20,5.247092559504666e-21,4.0852650272957594e-22,1.319739076455434e-06,0.0,-1.2707182490092381e-20,-1.3037228033496081e-20,1.3670319038274196e-05,0.0,7.078147393429989e-06,-5.004263533435152e-07,0.0,0.0,0.0001847969744481017,-1.5190254669583628e-05,0.0,8.869907869456332e-07,1.3727493280007935e-05,8.934984053965097e-24,-6.997429925129194e-22,-3.7196913467204475e-21,0.0,0.0,0.0,0.0,2.1687007711832883e-22,3.015142192615471e-06,2.8133676176975176e-23,0.0,0.0,0.0,-1.081766294255859e-22,-6.9900872008534555e-06,2e-06,3.50895402545769e-07,1.520115884208018e-23,-0.0002166416626488764,3.441210620086252e-08,0.0,0.0,0.0,6.529103358284696e-08,-2.3604089604254e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3663615206980794e-08,0.0,0.0,-1.0650045418833522e-09,1.752984779814249e-10,0.0,0.0,0.0,0.0,0.0,0.0
1800,3.663859424020424e-05,-2.067163870550099e-05,-1.8090949087866343e-07,3.5879986015451382e-06,-1.043289675228904e-05,-1.942954676021683e-06,-7.220187417086221e-05,0.0,0.0,-8.735338945087883e-22,-5.57382835819741e-21,-1.823705226672374e-21,1.0514639869730355e-06,0.0,1.536462270474574e-20,-1.1187007261728092e-20,-4.364682635437913e-06,0.0,-3.2041772900202324e-06,9.4769496459432e-07,0.0,0.0,-8.933266990772768e-05,7.966920001873425e-06,0.0,-1.3922425778024605e-06,1.184865360000194e-05,-2.654967266382118e-22,-7.835258572462006e-22,-6.489638195253072e-22,0.0,0.0,0.0,0.0,-9.423684189089176e-23,-4.186172239581649e-06,1.5477741873037556e-23,0.0,0.0,0.0,1.543140150887337e-22,1.0182123675428294e-06,2e-06,6.372893914023574e-07,6.448853258266269e-22,0.0002476558750163538,2.524437569705256e-07,0.0,0.0,0.0,-1.1980078544599304e-07,-3.1807813584465897e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.626776454771071e-09,0.0,0.0,-5.898041491247402e-10,1.1237137603484315e-10,0.0,0.0,0.0,0.0,0.0,0.0
1900,8.797477781374907e-05,7.566834695844695e-06,9.580124087087488e-06,-3.269145781540733e-05,-6.058162945148688e-06,-2.1301809955999125e-06,-8.138911816027867e-05,0.0,0.0,-1.2524683749680495e-20,9.550374413607057e-22,-2.533690186562599e-22,-5.480667878231995e-07,0.0,1.2702504895904482e-20,-1.1342908583965499e-20,-1.6136026715137815e-05,0.0,5.915632562106685e-06,-1.1859770956984936e-06,0.0,0.0,-0.00017901911447035712,-5.272799193911438e-06,0.0,6.011653281120446e-07,-2.3191315048388395e-06,7.022448907218613e-22,3.8773363777296147e-22,1.1413209269698353e-21,0.0,0.0,0.0,0.0,2.1220406219452285e-22,-3.7919799939971485e-07,-5.179900617575659e-23,0.0,0.0,0.0,-4.957125979324153e-22,6.172291325713028e-06,2e-06,-8.44542540332351e-07,-1.4243243081728056e-22,0.00017897810423929433,-4.2943179480936755e-08,0.0,0.0,0.0,6.853185694098583e-08,-1.473843842304079e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2490660833660395e-08,0.0,0.0,2.0176776354026934e-09,-4.0905456342862853e-10,0.0,0.0,0.0,0.0,0.0,0.0
2000,3.701331888382103e-05,5.6053442137129075e-06,-1.7431711507530624e-05,-0.00011790331977654499,-6.312116184056191e-06,-3.0086376701100143e-06,-2.2907788362779002e-05,0.0,0.0,-5.4054649844848324e-20,2.4618722230352126e-21,1.1683366644154844e-22,-8.33976190716974e-07,0.0,1.6365969931893565e-20,3.1023135283283492e-21,9.408767623219185e-06,0.0,6.293879474249016e-06,2.656545169519994e-06,0.0,0.0,8.354155244904824e-05,9.69038360531763e-07,0.0,5.912923059104989e-07,6.124244173930735e-06,1.8582798246615469e-22,-1.1451385981664342e-22,-2.564260881206002e-21,0.0,0.0,0.0,0.0,6.915855611027656e-23,1.7646372153328018e-06,-3.680295447068403e-23,0.0,0.0,0.0,-4.01833886278364e-22,-9.934694549730471e-06,2e-06,-1.4728300753434884e-06,-1.674966006203746e-22,0.0004699264094666144,2.718195793057983e-07,0.0,0.0,0.0,-2.8206576904368344e-07,9.466053272947419e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4312013154527484e-09,0.0,0.0,-2.8097176027146237e-09,-1.210693803052941e-09,0.0,0.0,0.0,0.0,0.0,0.0
