miliseconds,RuBP,PGA,TP,Ru5P,Pi,ATP,ADP
2500,1.877900164338952,3.820778985282504,0.4390630038286718,0.3623362333977991,3.194742282982834,1.0391303193030963,0.46126092865521057
2600,1.880943945316686,3.823603717855967,0.4367181762123775,0.35908874803016433,3.1656727719556335,1.036359251029387,0.46841871003098984
2700,1.8912082231410594,3.894603886124576,0.4370050369217096,0.36100836415255166,3.1067598912687813,1.0339108383621198,0.46814886796560934
2800,1.8909284696311717,3.984121985927552,0.4339095831983355,0.3606350919193656,3.1060258213922567,1.0157111251603461,0.4848176541283565
2900,1.8975553688782785,3.9839390334598908,0.43410489330297947,0.35710747819523564,2.989866801190327,1.009227092152714,0.4838183620529775
3000,1.9023211822924697,4.033842566465535,0.4324354464766833,0.35734262785678766,3.008914209802367,1.005737734895703,0.4993427621166001
3100,1.9104803192249087,4.073756469548605,0.4300608702692814,0.3539029228641889,2.9238721350848667,0.9936282983234542,0.5018911263286532
3200,1.9079993359527234,4.148177725239873,0.4297783653801961,0.3518677893680422,2.9055851947074434,0.9920778149859921,0.5103030555249092
3300,1.916729988817863,4.21711921474628,0.42671336577722435,0.3510535022836323,2.817157290919568,0.9778998748947849,0.5146224580889985
3400,1.9150921251814075,4.288105424819102,0.4256833794632272,0.3495020899325336,2.7960069869826647,0.9699799479992957,0.5245305387688657
3500,1.9174373537167233,4.2999338062279415,0.42500805412709086,0.3471372842067721,2.776183610138686,0.9704633062077531,0.5397209454590711
3600,1.9249820994742437,4.3402542136133615,0.4217059131569043,0.3475596262478901,2.7301905162059477,0.953311428142064,0.5404321220836314
3700,1.9227389186694914,4.381209924507125,0.42076623294392446,0.3489628307916885,2.6388876835492456,0.9436393665941489,0.5508130747121843
3800,1.9243510917534055,4.428992776635472,0.41923562271947057,0.34707370342184385,2.6487174805467784,0.9445095661936421,0.5649237891188641
3900,1.9295830489343737,4.491471556357322,0.41669564353576377,0.3441116747734076,2.591543905378186,0.9370364020632918,0.5634165790243081
4000,1.9323448769059466,4.565431008579904,0.41520223284930785,0.3436071476639342,2.5273202432617095,0.919559584120701,0.5764729985222511
4100,1.9314110646279106,4.583319479781498,0.4149750315594128,0.34137462065136287,2.53134076699666,0.9196403701148287,0.582281566457799
4200,1.929675637418553,4.6233711969739355,0.412380724243532,0.33825325067316125,2.4353244860158987,0.9060578929414252,0.5887545471014216
4300,1.9291124445549805,4.715352803283357,0.4103885029377012,0.3391689550852845,2.4313400003199335,0.8938312911637308,0.6052815281613958
4400,1.93230147881337,4.718686091970708,0.408272790776351,0.33468688422794995,2.3990510717075564,0.8895969064489628,0.6107670982669242
4500,1.926916168105016,4.826143556705359,0.4066065310597306,0.3381559284998686,2.341775851032876,0.8817122285253242,0.621002228233875
4600,1.92836340685679,4.818038912959331,0.405863634974113,0.3353693409895765,2.3609203817851894,0.8696608231301592,0.623391008549213
4700,1.9234588377391106,4.861345759722025,0.40315621188088885,0.33027107743756,2.2833522256208,0.8606128566445059,0.642336179309481
4800,1.9219082618088754,4.952999707420788,0.4019165482372813,0.33331665469608496,2.274380931537396,0.8473583701008021,0.6416607690847713
4900,1.9254646796958057,4.9505747008566106,0.39977782842471116,0.3323861614961437,2.2389079038732356,0.8492314075933852,0.6582918219009757
5000,1.9210354359853579,5.00443783118558,0.3974475522987062,0.32817822002504365,2.1622004507300088,0.8314757779682859,0.6598049081041699
