miliseconds,D,CDK5,D_CDK5,D75,CK1,D_CK1,D137,PKA,D_PKA,D34,D34_CDK5,D34_CK1,PP2B,D34_PP2B,D34_75,D34_137,D75CK1,D75_PKA,PP2A,D75_PP2A,PP2AP,D75_PP2AP,D75_137,D137_CDK5,D137_PKA,D137_PP2C,PP2C,D34_75_CK1,D34_137_CDK5,D34_75_137,D75_137_PKA,D34_75_PP2B,D34_137_PP2B,D34_75_137_PP2B,D34_75_PP2A,D75_137_PP2A,D34_75_134_PP2A,D34_75_PP2AP,D75_137_PP2AP,D34_75_137_PP2AP,D34_137_PP2C,D75_137_PP2C,PDE,PP2Binactive,D34_75_137_PP2C,CK1P,CK1P_PP2B,PDE_PKA,PDEP,PP2A_PKA,Ca,PP2BinactiveCa2,R2C2,cAMP,cAMP_R2C2,cAMP2_R2C2,cAMP3_R2C2,cAMP4_R2C2,cAMP4_R2C,cAMP4_R2,cAMP_PDE,AMP,cAMP_PDEP
1000,5.5881058582678004e-05,-2.6134374793830206e-06,4.518155452319926e-06,3.419627807421738e-05,3.5642508209679077e-06,-7.494760727059757e-07,-2.4458498105996294e-06,1.9849671788018107e-19,5.526943612104799e-19,1.3764774648353835e-17,5.247036399411716e-19,6.042782658170574e-19,7.248005012770948e-07,0.0,-9.896359737630099e-18,-2.326728740244569e-18,-4.3510029469952966e-06,0.0,-8.232454754532993e-07,1.6029274340271484e-06,1.4253552016330674e-20,0.0,3.046394962059755e-05,-5.235815350589677e-06,0.0,-3.7392747232016464e-08,1.6403819085475374e-06,-1.645878906408672e-19,-3.401341831062039e-20,-4.617443917769766e-18,0.0,0.0,0.0,0.0,9.223616194207655e-20,2.433114911637314e-07,1.499539261047851e-19,0.0,0.0,0.0,2.247317882945861e-20,-4.042499458808657e-06,1.999999999996628e-06,5.354097980816221e-07,-5.226498470960083e-19,-6.248823693619636e-05,-1.6441457489227139e-07,-2.5798461964210865e-20,-2.569594357094946e-18,-1.5558304021735468e-20,1.987491787081834e-07,8.82107183849894e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,-5.1673257685568214e-05,1.0064214209694967e-05,3.1024562938435437e-07,-2.8510927120679927e-05,3.7705446883574687e-06,-7.112400428931374e-07,6.0554075403369526e-06,-2.476888948181865e-19,-5.257923115803385e-20,-2.93321225332192e-18,7.09512454822711e-19,-2.981021777422346e-20,-1.7733023005263066e-06,0.0,1.1416371385677046e-17,-5.157250110307946e-19,-5.395747099821111e-06,0.0,-2.262293918592971e-06,6.431390406183589e-07,3.8217456279189886e-21,0.0,5.1766422702771344e-05,4.9748372426685966e-06,0.0,-6.747583891496148e-07,-6.4198936548725754e-06,5.919730437465506e-19,-3.455007712628461e-19,-6.971051664957643e-18,0.0,0.0,0.0,0.0,-1.7768245797914671e-19,-9.488014430839308e-07,-1.0989714086208688e-19,0.0,0.0,0.0,1.0124111052332693e-19,-6.8551070995079075e-06,1.9999999999963716e-06,1.2920985149571254e-06,6.660275639369034e-20,0.00010582256165426966,-1.6133923428222973e-07,-6.531285766824354e-20,-4.293848686051039e-18,2.4921358674660043e-20,3.362364712365625e-09,-9.533922585583509e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,-2.162475606957954e-05,-2.98517258889002e-06,4.0729542365105764e-06,-4.953050048528969e-05,-8.80060526488396e-06,-1.118528142646147e-06,1.127239017080317e-05,-1.4621543204945717e-19,3.1528540746075803e-19,-4.004784537597522e-18,6.034298915276944e-20,-4.9052441921107e-19,-1.3496833960313026e-06,0.0,1.5930636356319193e-18,3.923546338850117e-18,-3.580061542593694e-06,0.0,1.2820829457855935e-06,-1.918912828105329e-06,-1.6165105670483797e-20,0.0,-2.646342258241168e-05,2.164285483747842e-07,0.0,-5.450714780272863e-07,-3.529119978962526e-06,-4.160968273192617e-19,-2.5856908249682093e-19,4.140502588533698e-18,0.0,0.0,0.0,0.0,1.9951571577610817e-19,-1.3178056899535236e-07,-3.228089623546615e-20,0.0,0.0,0.0,2.286913585626942e-19,1.7432436238427723e-07,1.9999999999994506e-06,-1.5678738231619144e-06,-4.451909600257076e-19,-9.323629382806005e-05,2.020384418052884e-07,-5.694772769839294e-20,-3.9584357273508015e-18,-1.7063102725006065e-20,-1.1642689439173381e-07,3.15269545302579e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,7.399758157201333e-05,-1.4022566604683071e-05,-8.800565147251243e-06,-4.8652914673972584e-05,-3.0422410296450816e-06,-1.138739634593704e-06,3.564889836971365e-05,1.8239434382672629e-19,-5.272717705097914e-19,-7.580665421308894e-18,-7.649173802664638e-19,5.2989674604852664e-20,-5.299629761443286e-06,0.0,2.956603493098669e-18,-8.480640501916837e-18,5.382074645441433e-06,0.0,-4.194771932018376e-06,-1.8848213707852143e-06,-7.768990876553231e-21,0.0,8.22335671887074e-06,-8.001139107681894e-07,0.0,-4.930741979330877e-07,3.712992857804623e-06,-5.859276165862085e-20,-2.8950078303715377e-19,2.8368598428320384e-18,0.0,0.0,0.0,0.0,-1.2309699150358165e-19,2.244173833550964e-06,-1.7219590175197247e-19,0.0,0.0,0.0,4.018340375804684e-19,5.242955811499728e-06,1.999999999997254e-06,5.018237422621047e-07,-2.0090950741540482e-19,-0.00012547950924681243,2.2498249753582364e-07,-2.972553742566637e-20,3.2030458363837125e-18,9.059114323993693e-21,5.88396105348583e-08,1.3606284093852363e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,8.124048753853751e-05,-2.9830718494349164e-06,-5.672640947489574e-06,-0.00010670642269546864,-2.1382364661921884e-06,-1.1374517597125293e-06,1.3915869101782418e-05,-9.707935756347176e-20,-9.76169488710748e-21,9.241010172654347e-18,-7.520202467414083e-19,-1.898483337235417e-19,-4.635044453496786e-06,0.0,-1.0842763854279059e-17,-2.1384550990795349e-19,1.7068990682019972e-06,0.0,9.78177994525799e-07,1.2871183293223427e-06,-1.0567734145506762e-20,0.0,-8.192969730534021e-05,6.511760897451353e-06,0.0,-9.367839800511195e-07,-1.2205314793281284e-06,5.5754441575097705e-19,4.525833047268348e-19,-3.4324483464719275e-19,0.0,0.0,0.0,0.0,1.265115744328109e-19,6.697768183853767e-07,1.4594415412145767e-19,0.0,0.0,0.0,-2.8406490495711123e-19,6.406105807202945e-06,2.000000000004023e-06,1.1506268426772676e-06,-3.2213416017495137e-19,0.00010773621274058108,1.7065424214780576e-07,5.731994146880774e-20,-2.8232181219877977e-18,1.4949097758267142e-21,-3.424631587294298e-07,1.7124324935342383e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,0.00011745141721893082,1.3900241399791665e-07,-2.1184806250852027e-06,6.444127079201833e-05,-2.0513599864612512e-06,-1.3215933213946807e-06,1.805174391822134e-05,1.0000674569244013e-19,3.1564843066424154e-20,-1.3242945205462211e-17,3.809067933279843e-19,2.365119995711522e-19,-3.108707638694121e-06,0.0,2.7354090579201617e-18,6.297965514978314e-18,-2.4684145357496545e-06,0.0,2.3847842845425947e-06,-8.369117803847435e-07,-4.912136724784041e-21,0.0,5.867994436143251e-05,-1.9054335611989434e-06,0.0,-8.850898554821222e-07,-9.052209119464036e-07,-1.5760388323535196e-19,4.736225390249398e-19,4.2122387567230147e-19,0.0,0.0,0.0,0.0,2.886091603180724e-20,2.350475682780091e-06,-1.2705192123658885e-19,0.0,0.0,0.0,-4.2136559808981906e-19,-7.806429232752743e-07,1.9999999999966e-06,1.252102733409031e-07,-3.1356744451259295e-19,1.3005477393321265e-05,-2.3545500402745688e-08,-5.3766975202688294e-20,4.968228011924764e-18,-7.344835737621805e-21,1.5578940339734146e-08,-3.4603648700826206e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600,5.780556482817901e-05,-1.683565975200411e-05,-3.324665981171524e-06,3.369468647823981e-05,2.3898407884208514e-06,-1.7788461079925258e-06,-1.0042208446363443e-05,2.2294295742803804e-19,-6.556395672292069e-20,-1.3245911538941844e-17,4.6867744516979e-19,3.5007767867470864e-19,-4.432108976388059e-06,0.0,5.307255291196279e-18,-3.343699834425281e-20,-4.613312287262038e-06,0.0,-1.0694391014033083e-06,-9.528626595588914e-07,8.603889936596412e-21,0.0,-7.07185576462856e-05,7.078518903017422e-06,0.0,3.310449318752455e-07,-4.2242441687138026e-06,-4.00980983799529e-19,-3.7070286750628153e-19,2.663108624580638e-18,0.0,0.0,0.0,0.0,-1.4405861444222282e-19,-3.217377022617347e-06,5.870627959180619e-21,0.0,0.0,0.0,-1.49105518615348e-19,9.722780686378671e-07,2.0000000000003065e-06,2.387794171999078e-06,3.020526992906649e-19,0.00024168273924197827,2.209893324544966e-07,-3.9432310534310787e-20,-1.973718248058176e-18,6.362230447697126e-21,1.1155771000429332e-07,-2.7941451088042843e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,1.6121204271475593e-05,-1.3584859540575765e-05,-5.1375383518250705e-06,-0.00010673527805967968,-7.159057586025015e-06,-1.8035812469385694e-06,3.0302580550907128e-05,6.700615776873361e-20,-8.910299049544516e-20,8.789611389360822e-18,-1.898197810967723e-19,6.865363283630977e-19,-6.187895373488851e-06,0.0,3.3783174433427848e-18,-2.1408898137501238e-19,3.2748167487705194e-06,0.0,3.0859502921246852e-06,-5.87595156384361e-07,5.988609590999355e-21,0.0,9.86181160311353e-05,-6.518556934889078e-06,0.0,-2.1524625793685497e-07,-1.5866796214027295e-06,-4.20321512678756e-19,3.827291155287379e-19,6.527848170933598e-18,0.0,0.0,0.0,0.0,1.2081312361355063e-19,-6.409537587373132e-07,-1.150147874856929e-19,0.0,0.0,0.0,5.767219729862966e-19,9.946417813693797e-07,1.9999999999995336e-06,-7.950757644076582e-07,-1.8533024329685733e-19,5.6958465697689476e-05,-1.152019594231592e-07,-3.152433597890841e-20,7.547831794118737e-19,-6.048877580270459e-22,5.93257877630812e-09,-2.6940112626577884e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800,-3.743479376658707e-05,6.243812330350966e-06,5.01763553877329e-06,3.305769508351902e-05,-4.919225321519292e-07,-1.9839721164767453e-06,2.725690190022254e-05,4.375872710345695e-20,4.323195810727723e-19,-2.930825392512881e-18,1.0354072221481755e-18,3.9732501455778987e-19,5.511165637369182e-06,0.0,6.134626792229447e-18,7.945985025929553e-18,5.962722992861518e-07,0.0,-1.1794072205567514e-06,-1.6331642281513473e-06,-1.1327658418459928e-21,0.0,3.781631014054568e-05,-6.149214349565317e-06,0.0,-6.091728787079534e-07,4.804161591515736e-06,3.8006857321761043e-19,5.112270070330015e-19,4.5157292953841645e-18,0.0,0.0,0.0,0.0,-3.528430823482353e-20,-2.0627550037415006e-06,8.321384874250155e-20,0.0,0.0,0.0,1.757831575674049e-19,-9.449641177975243e-07,2.000000000004838e-06,-3.7808113754845066e-07,3.257420353701529e-19,-0.00020250062043548255,-1.2488910796395e-07,7.02168065147466e-21,-2.0509616908147502e-18,-1.994989859181083e-20,1.7826433693500403e-07,-1.4560417862995992e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,7.187207604836673e-05,-4.719860296122906e-06,6.278752769433399e-06,-2.5824088406712112e-05,-6.245336450150917e-06,-1.8845232263547256e-06,-6.104641218968281e-06,1.9925197505976738e-19,-5.228567925662724e-19,-1.045934967335836e-17,-1.0466590384818976e-18,-4.4860316802144325e-20,1.298964955271048e-06,0.0,1.03327194293009e-18,-2.2127519453357798e-18,3.930857905277935e-06,0.0,2.340698934169634e-06,-9.362713469989633e-07,1.534585809271417e-20,0.0,-3.411160050481117e-05,-1.073164815028078e-06,0.0,-1.1968856547589434e-06,1.7877401560804525e-06,2.7838433099764447e-19,-5.249797393182657e-19,-6.52179019519452e-18,0.0,0.0,0.0,0.0,1.4596071965032393e-19,-1.6056279229426445e-06,-4.678444700857598e-20,0.0,0.0,0.0,1.2300281652889223e-19,-5.967560271239176e-06,2.0000000000007953e-06,-1.8460780504717616e-06,-1.1730273895470108e-19,0.00017213417558197951,2.6916096121039176e-07,-1.817718462726064e-20,-1.853362695176149e-18,2.1133067015463685e-20,3.91387091489494e-08,3.062096857976152e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,4.149247672716732e-05,3.559880718197917e-06,-1.3081902867161428e-05,-6.0946600313024736e-05,-2.84349697027073e-06,-2.205756901100396e-06,-4.4498707787001e-05,1.6735569783298377e-19,1.5728104469617228e-19,-2.1629565821790513e-18,1.4091246907391208e-19,-3.2442317790170116e-20,4.252750901179805e-06,0.0,9.434924687578734e-18,-2.1478000864460884e-18,-7.800427929321723e-06,0.0,2.910700553983079e-06,-1.927951214259882e-06,-1.1216482035307021e-20,0.0,5.837572706099354e-05,-3.296215148957736e-06,0.0,-7.631708728193806e-07,-2.5819640121345676e-06,6.188638825753946e-19,6.302991586360171e-19,8.234524484095563e-18,0.0,0.0,0.0,0.0,-2.6204301388439363e-19,2.4977963473101135e-07,-1.1467633506386692e-19,0.0,0.0,0.0,4.5869766154037505e-19,4.467567491443902e-06,1.9999999999992283e-06,2.286391349123649e-06,4.824378886511956e-19,-0.00023177274268185613,1.0196514954785178e-07,-5.791310700765217e-20,-1.7208483173322602e-18,-2.4766556332625475e-20,1.1859103804302745e-07,-1.0494212622044833e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,0.00010928363990787959,-7.754175901603408e-06,5.071014623224106e-07,3.201052711565019e-05,7.618237968586004e-07,-2.239104448804209e-06,-8.059063057999422e-06,1.774863534433228e-19,-1.978011275216881e-19,1.1401986590968892e-17,2.42006290697698e-19,4.182480008949526e-19,4.2206803178862656e-06,0.0,-3.8433077746513554e-18,2.6075612490269054e-19,-1.9264583648632022e-06,0.0,-1.3232613673084928e-06,1.7222495463842145e-07,1.8570636516084135e-20,0.0,-0.0001540428258677387,-7.0486996750943e-06,0.0,-3.7468689948478353e-07,7.99226427009256e-06,3.437892317444072e-19,5.182636343739266e-19,2.143816986165186e-18,0.0,0.0,0.0,0.0,-2.7515027361151156e-19,2.4605989384973294e-06,-1.3915527042052936e-19,0.0,0.0,0.0,1.832433451799353e-19,-4.7891246618502305e-06,1.999999999995123e-06,2.287531701173832e-07,-1.1466676565458053e-19,-0.0001004787003160251,1.1115809167064684e-07,1.5660752304237356e-20,-8.499974730211174e-19,2.4437487318660637e-20,-2.0814621782521397e-07,4.437744459881244e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
