miliseconds,D,CDK5,D_CDK5,D75,CK1,D_CK1,D137,PKA,D_PKA,D34,D34_CDK5,D34_CK1,PP2B,D34_PP2B,D34_75,D34_137,D75CK1,D75_PKA,PP2A,D75_PP2A,PP2AP,D75_PP2AP,D75_137,D137_CDK5,D137_PKA,D137_PP2C,PP2C,D34_75_CK1,D34_137_CDK5,D34_75_137,D75_137_PKA,D34_75_PP2B,D34_137_PP2B,D34_75_137_PP2B,D34_75_PP2A,D75_137_PP2A,D34_75_134_PP2A,D34_75_PP2AP,D75_137_PP2AP,D34_75_137_PP2AP,D34_137_PP2C,D75_137_PP2C,PDE,PP2Binactive,D34_75_137_PP2C,CK1P,CK1P_PP2B,PDE_PKA,PDEP,PP2A_PKA,Ca,PP2BinactiveCa2,R2C2,cAMP,cAMP_R2C2,cAMP2_R2C2,cAMP3_R2C2,cAMP4_R2C2,cAMP4_R2C,cAMP4_R2,cAMP_PDE,AMP,cAMP_PDEP
1000,-5.1976752504070475e-05,5.826730464663687e-06,-1.3991852484690442e-06,-4.342005670051605e-05,5.908066038530901e-07,-5.459837980069772e-07,9.5165054853506e-06,-1.5360009925968567e-19,3.105390961667469e-19,-1.2096590282600188e-17,5.019464542767853e-19,3.869173541713608e-19,-8.804027105250415e-07,0.0,-1.1305474112557006e-17,1.0727854955833563e-18,-2.6759388516565264e-06,0.0,2.0718963367888933e-06,-1.0615841802877567e-07,-4.2185654342824426e-22,0.0,5.578741613727411e-05,-7.804347711370781e-06,0.0,3.328659752215807e-07,-7.56289217961998e-06,-5.598536649422338e-19,6.696026227074635e-19,4.1094366712445114e-18,0.0,0.0,0.0,0.0,-2.664359465438464e-19,2.4875548826619115e-06,1.6278156661898662e-19,0.0,0.0,0.0,9.014153126700876e-20,-1.7757778341522038e-06,1.999999999999128e-06,-1.1277718403780363e-06,7.845878024461528e-20,-0.0002783231000242006,5.604718569541468e-08,-4.5173769850159347e-20,-3.0881379565901512e-18,2.380019969565395e-20,2.5255396888477373e-07,3.5119641600086978e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,-3.987795383068125e-05,-4.893375067230888e-06,3.3284261558462574e-06,-2.2422901339127897e-05,1.1166667507755477e-06,-1.0311256957483808e-06,-3.70803168242583e-05,-1.303021446570782e-19,-2.3181652648982794e-19,1.4755528077946317e-17,-9.62492235757485e-19,-7.055030385364874e-19,3.8461405676894345e-08,0.0,-2.2312618906758342e-18,-5.8096272609737474e-18,5.732145151503864e-07,0.0,-2.314415945222833e-06,-4.6096346899864115e-08,-1.7780457697032305e-20,0.0,-4.0351474360914935e-05,-1.4551255193733954e-06,0.0,6.751991954743705e-07,-6.829166481346037e-06,2.639121814154233e-19,-4.692099999231033e-19,3.3000818381852906e-18,0.0,0.0,0.0,0.0,-2.695665758868134e-19,2.5496996185066e-06,-2.9550843025750545e-20,0.0,0.0,0.0,1.192518101046187e-19,6.353477698751089e-06,1.9999999999992884e-06,1.9405267276330165e-06,5.258411379042363e-19,3.3334189253556765e-05,1.8974836690529708e-07,-2.0957407585939303e-20,-3.0652115078881967e-18,7.112155929715483e-21,2.7421288909551505e-07,-2.596552351083734e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,9.592787350795864e-05,-1.0363819292659557e-05,8.04644624062189e-06,3.910904368230768e-05,3.309438684424547e-06,-1.150429157010132e-06,-5.459971265814676e-06,-3.930940926632746e-20,1.2478543473737715e-19,1.050797692714034e-18,-5.968761190048339e-19,-6.13761988353539e-19,-3.762003183805087e-06,0.0,4.434080846693273e-19,1.0227165744700137e-18,6.075182610058802e-06,0.0,-4.051547114189678e-06,-1.0335388883495287e-06,-4.9940040869835795e-21,0.0,-2.347536397150776e-05,5.685325689407473e-06,0.0,1.9653375061002542e-07,-9.295812639419067e-07,-1.345185798418277e-19,-6.739753015087051e-19,-4.653104088689953e-18,0.0,0.0,0.0,0.0,2.027205922984098e-19,5.969878069241191e-07,1.9119901368810387e-19,0.0,0.0,0.0,-3.2115599115354195e-19,7.037357437343011e-06,1.9999999999995213e-06,1.7173473731372946e-06,2.3253569073725065e-19,0.00012202992567849888,2.777743308305041e-07,1.6928283623886436e-20,-2.774078105938419e-18,-1.897094516290747e-20,1.1437716722505615e-07,3.5403554101378477e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,-3.7284259860719386e-05,-5.090938131627775e-07,3.9610625265401875e-06,3.32674113426759e-05,1.939236764873983e-06,-1.243343262337084e-06,-1.5290636671248265e-05,2.0918872461860355e-19,8.830206267321101e-20,1.5057197602359895e-17,9.923766650367462e-19,-4.991076912169019e-20,6.247687836552093e-06,0.0,5.4534575121557706e-18,-7.703184676944458e-18,-2.7219894258719997e-07,0.0,3.3873849910882513e-06,-5.475412474078859e-07,-8.025381437709762e-21,0.0,0.00011731826242048804,-4.77095439110256e-06,0.0,5.544286224860774e-07,2.8811760656637765e-07,-5.413631121033914e-19,-5.948095333110792e-19,-4.5344207866772325e-18,0.0,0.0,0.0,0.0,-1.0998886029520662e-20,2.4665996552280305e-06,-2.1668058572015018e-20,0.0,0.0,0.0,-2.726066076758088e-19,4.589962029510446e-06,2.0000000000034177e-06,6.780145548962814e-07,2.1477441329784764e-19,2.3974732464376533e-05,1.5229447954258876e-07,-2.1826391142094526e-20,2.6457083330117143e-18,1.144814270180572e-20,-3.1079817153354233e-07,4.097454199910524e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,0.00010789859532441897,-8.230285135027047e-06,-1.6844681622738081e-06,-9.304212719206905e-05,-5.93356275205367e-06,-1.1550140730033808e-06,2.2407141413236665e-06,2.0582654417293152e-19,-5.142032307830493e-19,9.970786372186356e-18,-5.080857235051712e-19,4.523745002323635e-19,4.0635965237321246e-07,0.0,5.6928800920047415e-18,1.3490828717524708e-18,1.516055138545894e-06,0.0,1.3448545307036578e-07,1.4028521785797251e-06,-1.0842049503066349e-20,0.0,3.6349361559728284e-05,-4.23963242510877e-06,0.0,1.2824489268178963e-07,5.787180097070435e-06,5.080085970665827e-19,6.646209826983939e-19,-4.8387853908913695e-18,0.0,0.0,0.0,0.0,-1.86846090223191e-19,1.1960768657895343e-06,-1.413350894002767e-19,0.0,0.0,0.0,-4.771991602988317e-19,5.78556613542228e-06,2.000000000004748e-06,-1.2485903274190204e-06,3.0447786285000716e-19,0.00014039098701393028,-1.0935734624159543e-08,-3.5385304634618004e-20,-1.4805977371544837e-18,1.938933969968707e-20,6.99020509233269e-08,3.649485541325336e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,2.330366632507429e-05,-3.1135311467720265e-06,-3.3552243341727977e-06,8.347220179621936e-05,-8.980939796570398e-06,-1.5283762948920289e-06,2.9357478862355056e-05,1.6226106088604563e-19,-4.530741603296075e-19,-1.4684370618735028e-17,6.214481861380073e-19,-1.8804160609012993e-19,-1.3385534153756713e-07,0.0,-4.5621604367204404e-18,1.9423971501906994e-18,-1.0786125817718614e-05,0.0,-1.7202499085658672e-06,-1.796092299516974e-06,-1.5891043590681777e-20,0.0,-0.00012708719415723623,-7.339288082954775e-07,0.0,4.990555966126781e-07,7.538940670981266e-06,-1.4629179299722868e-19,-5.608459866419554e-19,-7.914864748160952e-18,0.0,0.0,0.0,0.0,-1.7111819593512033e-19,-1.4336431834297332e-06,-3.159062830242357e-20,0.0,0.0,0.0,-8.844299522182678e-20,-3.628891126676772e-06,2.0000000000029865e-06,-1.2873192093535635e-06,-3.839442827998244e-19,3.6075126135484953e-05,2.1313214509628642e-07,-6.993437939902376e-21,-4.298010645503847e-18,2.6756427801335472e-20,-3.5103689388497574e-07,-3.979897001465482e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600,-5.408078194910974e-05,-1.3779090243325631e-05,-3.081914112411807e-06,-4.8546590929668424e-05,1.7275832342542786e-06,-1.6692221361347209e-06,-4.541433419288008e-05,-2.6736595771634592e-19,4.596274651052083e-19,8.857415005704975e-18,7.879806094031939e-20,2.674673956098335e-19,-4.157182124610206e-06,0.0,-2.8665990162286552e-18,-4.671629026546975e-18,-1.0718945034627857e-05,0.0,-2.342795277225494e-06,-3.9919577136132555e-07,1.90471062205284e-20,0.0,-9.076219395996697e-05,-3.2585711156551143e-06,0.0,2.76490161933194e-07,-4.195198846281705e-06,4.484984369671945e-19,3.5774211178930366e-19,-1.0964964067312419e-19,0.0,0.0,0.0,0.0,2.821972968343049e-19,2.629737751492867e-06,-1.2316249809917782e-20,0.0,0.0,0.0,-8.39271932586421e-20,-2.642842817820866e-06,1.999999999999188e-06,-1.8958075707974217e-06,1.6851098464376674e-19,6.776861146555562e-05,2.566568047472198e-07,-1.6218117840789555e-20,2.565525509101937e-18,1.9690778412225345e-20,-3.411240216479131e-07,4.605778344183479e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,0.00013286720473624236,-1.7175336466571358e-05,-9.431646268087045e-06,2.82317258502865e-05,-4.0880848130561275e-06,-1.634090171290179e-06,8.330284025772472e-06,-1.6241131648587504e-19,-5.256398868965431e-19,-9.601829655058798e-18,-6.667160046707726e-19,-1.981758614384892e-20,-6.165919859854446e-06,0.0,-6.391477770956193e-18,-3.953667241067595e-18,6.919689102968351e-06,0.0,-3.5062316132740653e-07,-1.7115211101719189e-06,2.102318215473992e-20,0.0,3.2875354455920865e-05,4.5076178328901776e-06,0.0,-7.905643689636169e-07,-1.6418944529363103e-06,5.6722366155034815e-19,3.876483616936629e-19,8.26985163145416e-18,0.0,0.0,0.0,0.0,-2.4865254923170357e-19,1.5308037693628027e-06,-7.806727142401175e-20,0.0,0.0,0.0,-5.96510272529427e-19,-2.0338020205054106e-06,1.9999999999978154e-06,-1.1380487659835832e-07,-4.200516676412582e-19,-0.0002105551095724973,2.2230644205600767e-07,-1.5865400765549067e-20,-3.2434164812078584e-18,4.989482699042108e-21,-3.7655149629887965e-07,1.2378136975672561e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800,7.531616630911703e-05,-1.4449194175531336e-05,9.398929460363785e-07,7.994013139437465e-05,-8.054601252781237e-06,-1.8045377985586419e-06,-4.510610055486396e-05,1.9444055706962404e-19,2.6943584887010504e-19,1.517738202954763e-17,-1.8959011989542603e-19,-6.118798158540563e-19,-4.896917841158813e-06,0.0,-1.6197009399397932e-18,5.979239928799903e-18,5.93874038017739e-06,0.0,1.6905754951851238e-06,-2.050838778738533e-06,1.8608435897657638e-20,0.0,-0.00014706507225218957,-1.2050501556849805e-06,0.0,-7.987672770696846e-08,9.942402498486557e-06,5.218439824126395e-19,-5.329083242892306e-19,1.1200086681448415e-18,0.0,0.0,0.0,0.0,-2.661250230036698e-19,9.755606081842251e-08,8.919819249093845e-20,0.0,0.0,0.0,1.9857137072844144e-19,-6.894343110440663e-06,1.9999999999956364e-06,-9.777590762900518e-07,-1.130355767841461e-19,2.884316276830176e-05,2.8151353254220187e-07,1.8278034487554645e-20,-3.586606168712842e-18,-2.5087531704327472e-20,-2.7081966035530435e-07,-2.235633815383271e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,9.691003127591796e-05,-6.623601151867186e-06,-1.2300187497617192e-05,5.94030990039773e-05,-1.0760072065406687e-05,-2.025103750080557e-06,2.630049641367429e-05,-2.6422464091099917e-20,-1.6661965821158158e-19,1.155819997037353e-17,-1.0948057836875518e-18,7.082867076690023e-19,7.274763731931953e-07,0.0,-3.2725128966159936e-19,1.2719423578743895e-18,7.3321196398461125e-06,0.0,-1.2652526819426619e-06,8.265170552745925e-07,3.870942422561551e-21,0.0,-7.508300341228695e-05,5.938176893549216e-06,0.0,-3.114034393741467e-09,3.4395158796065615e-06,-2.6861155969830103e-19,3.317223925175598e-19,-6.598968301179115e-18,0.0,0.0,0.0,0.0,5.154074932568159e-20,5.875448105832591e-07,-3.069937879864892e-20,0.0,0.0,0.0,3.012571874037832e-19,5.451329940773702e-07,1.9999999999989542e-06,-8.411779167963384e-07,-5.094546643141296e-19,-0.00030587402623178403,-1.8589467453213817e-07,6.494707506526177e-20,-3.684862460715481e-18,-1.1741475674354047e-20,-2.9045249303135785e-07,1.1600237288971148e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,-4.099484900161216e-05,-1.9010728602963843e-05,-1.221629748132948e-05,2.954530243390983e-05,-6.389825436706934e-06,-2.2252284744999125e-06,-4.069740542641329e-06,-2.274323199247406e-19,4.876722087963525e-21,5.557805639726596e-19,7.371029123164896e-20,1.2699353018364645e-19,-4.51718694558531e-06,0.0,1.960843954576382e-18,2.8132334906049906e-18,-5.043202821020008e-06,0.0,-1.853797956363124e-06,3.911197805739302e-07,-3.481032876474954e-21,0.0,1.5115104108564707e-05,5.9154440893019345e-06,0.0,-1.767651250465953e-06,-2.162404856877693e-06,-5.283151309662799e-19,-4.488436988537949e-19,4.309297207266091e-18,0.0,0.0,0.0,0.0,-1.116545720707861e-19,-1.4260899848815405e-06,1.5217983324085307e-20,0.0,0.0,0.0,3.546298556666496e-19,-8.06377385518794e-06,1.9999999999984253e-06,-1.0144754356288558e-06,-4.340480655237131e-19,6.107936525911105e-05,-3.027661111626206e-07,6.611223470477328e-20,-5.961720770796201e-19,1.483871987760638e-20,1.9079054128118136e-07,-2.4219473672081592e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,9.509486151998458e-05,-2.0358608214673093e-06,-5.3597002156713636e-06,-9.756433363911311e-05,-9.894408416776078e-07,-2.259720675850362e-06,1.3353677260659698e-05,1.0183629159151035e-19,-1.8307949713098148e-19,4.1493619173970585e-18,-1.0329301431718832e-18,1.954570821424672e-19,3.446366920373114e-07,0.0,-1.2768441493186922e-17,5.206931594401942e-20,5.577611885959982e-06,0.0,5.31461782748377e-06,-1.9234443127130085e-06,7.065729756601815e-21,0.0,-4.2546814148238175e-05,-1.3228748339274623e-06,0.0,4.661681028930135e-08,-2.8702084032360953e-06,-1.4480028279118316e-19,5.694620170436983e-19,-2.44771465638295e-18,0.0,0.0,0.0,0.0,-1.7104056899475005e-19,2.157592544576084e-06,-5.342160858291329e-23,0.0,0.0,0.0,3.633128383607908e-19,-5.515132291062388e-06,1.9999999999977303e-06,7.14651083048943e-08,1.5410802843188254e-19,-6.56880197187005e-05,2.8168900196220275e-07,1.6535227273953316e-20,-2.7495112224219368e-18,5.348753541962216e-21,6.566214979491253e-08,4.147939929951414e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
