miliseconds,D,CDK5,D_CDK5,D75,CK1,D_CK1,D137,PKA,D_PKA,D34,D34_CDK5,D34_CK1,PP2B,D34_PP2B,D34_75,D34_137,D75CK1,D75_PKA,PP2A,D75_PP2A,PP2AP,D75_PP2AP,D75_137,D137_CDK5,D137_PKA,D137_PP2C,PP2C,D34_75_CK1,D34_137_CDK5,D34_75_137,D75_137_PKA,D34_75_PP2B,D34_137_PP2B,D34_75_137_PP2B,D34_75_PP2A,D75_137_PP2A,D34_75_134_PP2A,D34_75_PP2AP,D75_137_PP2AP,D34_75_137_PP2AP,D34_137_PP2C,D75_137_PP2C,PDE,PP2Binactive,D34_75_137_PP2C,CK1P,CK1P_PP2B,PDE_PKA,PDEP,PP2A_PKA,Ca,PP2BinactiveCa2,R2C2,cAMP,cAMP_R2C2,cAMP2_R2C2,cAMP3_R2C2,cAMP4_R2C2,cAMP4_R2C,cAMP4_R2,cAMP_PDE,AMP,cAMP_PDEP
1000,0.00011406856946231462,6.902776110749876e-06,2.0640315209523196e-07,2.2485246041898693e-05,-8.084724300935461e-06,-7.304699931973131e-07,-2.291135221847659e-05,-1.531962467162752e-19,-1.9352208520991703e-22,-1.2977051714482472e-17,-3.710038050860874e-19,-4.926161498197148e-19,-1.7912235840282427e-06,0.0,7.436770796708814e-18,2.579312074912641e-18,-8.210981204473114e-06,0.0,-5.242416879315843e-07,-1.1397119960845582e-06,1.420856110674278e-20,0.0,-4.2471563429231555e-05,-9.419190944841713e-07,0.0,1.727863565664954e-07,-4.062116366684735e-06,-9.395255979880196e-20,-2.7862251506722793e-19,7.735606641413854e-18,0.0,0.0,0.0,0.0,-2.0345765117880833e-19,-3.0349457191679076e-06,2.964872081196049e-20,0.0,0.0,0.0,3.2559762132829557e-19,6.917016172514846e-06,1.9999999999988115e-06,8.449843446613895e-07,2.0331106069463178e-19,0.0001356753878959474,-2.4359093177957616e-07,-1.4105329249033446e-20,7.750611207993647e-19,-1.4662128224249068e-20,-2.5012930365243407e-08,1.4683681615001221e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,-7.089853315348094e-05,-1.3665669904216173e-05,-1.106576170771954e-05,4.704199887707742e-05,3.839726296573248e-06,-6.976469925872143e-07,-4.249177552721689e-06,-1.4094091274177452e-19,3.887166967428761e-19,-6.774382962677949e-19,-1.1275417501334748e-18,1.20699216732058e-19,-2.18346724148092e-06,0.0,-1.1005519881227785e-17,7.76051265311145e-18,-4.886583422905434e-06,0.0,4.602165852220834e-06,-1.1643683994382757e-06,8.413357164396906e-21,0.0,2.5846925149889605e-05,-9.557670472128664e-08,0.0,-1.3337160780708758e-06,1.359948777268661e-06,-2.108472676358544e-19,-2.545362701774597e-20,-6.420800447833188e-18,0.0,0.0,0.0,0.0,1.2570012052091287e-19,7.981751573395436e-07,-3.772864101089269e-20,0.0,0.0,0.0,3.557834691065805e-19,2.9231157224987826e-06,2.0000000000034393e-06,-7.333862032261906e-07,1.9231932035010368e-19,-0.0001629765207865328,1.1263392826624833e-07,4.618699342470536e-20,2.1384246608451957e-18,-2.5076561815954098e-20,2.3479007737988884e-08,-4.563356808789949e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,-1.652996004177359e-05,-1.4734192535461666e-05,7.976751675609182e-06,-2.8762334099770778e-05,-6.494119098750402e-06,-1.0704831944888634e-06,-2.2342034193363883e-05,-1.5259232711753575e-22,2.5010587358137964e-19,-1.037741459199304e-17,-4.522174662434428e-19,5.972424091877027e-19,6.1183503313369566e-06,0.0,-1.4428153098640412e-19,8.272463488279648e-18,-5.816237920155082e-06,0.0,3.71979623729512e-06,-1.3716015255725253e-06,2.5778869651077475e-21,0.0,-0.0001476245474229334,4.392728023155053e-06,0.0,-5.1294362765638136e-08,8.097880749013959e-06,-2.7956047827008415e-20,-6.337178520126998e-19,-6.291010560945499e-18,0.0,0.0,0.0,0.0,1.1884884755972313e-19,-4.995660431409284e-07,5.085450281605037e-20,0.0,0.0,0.0,-4.2447732141877356e-19,-2.814211140415044e-06,1.999999999995446e-06,8.867874213823063e-07,-4.790521699093955e-19,0.00014097721936984917,-1.5131988353346297e-07,-5.621124934765469e-20,2.701345723178976e-18,1.056833796112042e-20,-9.75318984821935e-08,4.0385991962979835e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,-5.033989215091065e-05,-5.211925499062134e-06,1.0985373017209443e-06,-2.529446300480771e-05,-9.0541954035536e-06,-1.0904675723890798e-06,3.251202142662784e-05,3.2164585743405865e-20,-4.321952012677415e-19,6.4648259210827734e-18,7.37934757861037e-20,-7.021431932998602e-19,-3.579085547431688e-06,0.0,-2.3275224574288335e-18,-2.7931882666518475e-18,1.635821153134345e-06,0.0,6.71219968416062e-07,-1.7065394057039932e-06,6.424628731929295e-21,0.0,-0.00012179843426462003,5.199909876958435e-06,0.0,-1.4354431021506305e-06,-1.3669758007611562e-06,-5.485337440223298e-19,4.808502192928524e-20,6.164961252610011e-18,0.0,0.0,0.0,0.0,1.0339229864172569e-19,-1.3617837209557853e-07,-1.1648725317055775e-19,0.0,0.0,0.0,5.717042768473412e-19,-1.6202165486860849e-06,1.999999999995524e-06,1.6102752659662344e-06,-7.442943499158272e-20,0.0001293179527796116,-2.7645068019914374e-07,4.844758030855167e-21,2.4771277250037732e-18,-1.1761164951536744e-20,-1.3487240147755433e-07,8.550093436673296e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,6.791331067028762e-05,-1.2042064973429312e-05,4.250563645543767e-06,-2.2381893912625143e-05,-5.486111943216302e-06,-1.2610328971441871e-06,-1.1942624944850998e-05,-8.844297882003828e-20,-2.3097948529114426e-19,5.687069080707507e-19,-2.730962775891711e-19,4.3113012816856816e-20,4.668556745270303e-06,0.0,-3.692196791313003e-18,8.040718508204053e-18,-9.896108217342746e-06,0.0,-1.408934565885715e-06,1.178476045177025e-06,-1.4862385168373433e-21,0.0,-2.9963960159546472e-05,-5.643563052623313e-06,0.0,4.497426893647911e-07,4.474191009328825e-06,-4.955561538512249e-19,3.4093497997271313e-19,-8.196766335899308e-18,0.0,0.0,0.0,0.0,1.571788468523417e-19,1.682136574117651e-06,-1.0103552946635435e-19,0.0,0.0,0.0,-4.764001344725339e-19,3.59180018154893e-06,2.000000000004889e-06,1.8181361752658168e-06,-2.3375327654866133e-19,0.00011153088931545316,3.940840953824774e-08,-6.807403339701351e-20,-1.216031236189742e-18,7.02203610194466e-21,-1.2053802994667578e-07,3.0650870388418274e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,-4.087414244710195e-05,3.6006892743919416e-06,2.309734403308847e-06,-4.836931347110771e-05,2.391908139557712e-06,-1.4549942594612794e-06,-4.8240204859576194e-05,1.2791077244966054e-19,-3.308916766624218e-19,1.3385422053592917e-17,6.925296483162803e-19,-2.2049343486876194e-19,1.1881929410104825e-06,0.0,-8.458130407584453e-18,-5.430537431347665e-18,8.648872034279687e-06,0.0,7.794315787667718e-07,1.095633451881068e-06,-1.128321314943049e-20,0.0,-9.0629022663882e-05,-5.248310264470583e-06,0.0,-9.203245578818955e-07,1.3484529574029677e-06,4.683228508301063e-19,6.665970134017706e-19,4.2843146517509616e-18,0.0,0.0,0.0,0.0,7.018912425834797e-20,2.529834912113485e-07,2.6465180078133786e-20,0.0,0.0,0.0,-3.4556845392799654e-19,-1.2202225178664053e-06,1.9999999999976447e-06,-1.2647863659745372e-06,-3.640004605431847e-19,-0.0002557947546718621,1.4019664157279938e-07,-4.8882922587432356e-20,2.9764721205076242e-18,-3.87264702558251e-21,-3.7707594337936185e-07,4.630838686275402e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600,2.7463361552107976e-05,-5.325121241153264e-06,-1.2185353228210625e-05,2.596337235293647e-05,-1.801365502474196e-07,-1.634466874841929e-06,9.329745619824233e-06,1.684611131366716e-19,-4.383078751689977e-19,1.0660301347049397e-17,9.529155315870456e-19,6.857292489600604e-19,3.992647902685223e-06,0.0,-1.1431752759572667e-17,-2.1589214904343794e-18,6.065201568293226e-06,0.0,-4.856037045599052e-07,-1.290061053014147e-06,-8.742623825785005e-21,0.0,0.00012882713293427508,-1.3790833999080287e-06,0.0,4.883447929949282e-07,3.0739581812697863e-06,4.942454356529419e-19,4.545372992387139e-19,-4.1609926634174294e-18,0.0,0.0,0.0,0.0,1.5659684938674934e-19,4.1825208016862065e-07,-1.586364208684498e-19,0.0,0.0,0.0,5.805878857353841e-19,-1.8711337874640047e-06,1.999999999998084e-06,-3.994285852250328e-07,6.191154199826117e-20,0.00014700906905330507,5.7691318320468396e-08,-5.550560327443999e-20,-4.3539249547961734e-20,-2.3822359140136247e-21,1.4482257807620725e-08,2.39178584372109e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,-1.1358646287183623e-06,-5.611268972213627e-06,-3.297979004102166e-06,-6.152888801007374e-05,-5.846197541387983e-06,-1.7394131391012e-06,-3.6971157111944354e-05,-1.384819334206179e-19,-1.8218545957751335e-19,5.427946998273678e-18,-5.454538587530186e-19,4.54544891892379e-19,-6.222491825132039e-06,0.0,1.0971414256709568e-17,-6.140669056268323e-18,-8.997345570302081e-07,0.0,-2.2126455132629114e-06,-7.153620884112597e-07,-2.6701024921019292e-21,0.0,0.0001013373113319451,5.571111296839649e-08,0.0,-1.2150372631345393e-06,-1.5159371285902521e-06,-4.309122304425119e-19,-4.423312493515158e-19,-4.375707343099209e-19,0.0,0.0,0.0,0.0,-2.6380500883728705e-19,1.229042833671771e-06,-1.8997285003490649e-19,0.0,0.0,0.0,-3.279383572471595e-19,-5.391034189061793e-07,1.999999999995227e-06,1.940418354345662e-06,4.898479088218916e-19,-0.00013131318799096932,2.758738205633398e-08,1.788954502874513e-22,-3.414791685163085e-18,1.715023524541208e-20,1.1773681756104674e-07,-2.692330396176704e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800,0.00012958575522674894,1.8239770111840183e-06,-1.3250164884596603e-06,-4.106368188479907e-05,-1.2083127186639926e-06,-2.0531442155944594e-06,4.0508316628092325e-06,-3.005876955353997e-20,-1.2561166359444662e-19,5.75386070792114e-18,4.774964495129147e-19,-7.085416970938131e-19,-9.237906374739817e-07,0.0,-4.11652548112765e-18,7.864390987191696e-18,4.62544195588074e-06,0.0,3.0462246177989985e-06,9.780527629025002e-07,2.138792297335835e-20,0.0,-5.28655260800153e-05,2.7152369986841307e-06,0.0,-4.523271678753906e-07,-3.1588917814629544e-06,6.229093704688816e-19,-5.32872134198316e-19,2.2180516651610405e-18,0.0,0.0,0.0,0.0,-2.5280618776760433e-19,7.782121412724542e-07,5.886532373861893e-20,0.0,0.0,0.0,4.446798734980371e-19,-3.986528902929158e-06,1.999999999996747e-06,1.4405805195710622e-06,-2.6771269992172587e-19,-4.860038757913439e-05,-1.3812819608279564e-07,-3.6408219142789916e-20,-2.530748871134194e-18,-2.465531744034114e-21,1.1332313090084409e-07,3.2113133287496467e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,4.857636835820282e-05,-2.0513756129861416e-05,-8.308330439712611e-06,-1.7796857249819203e-05,-3.1148520360685077e-06,-2.1607647374632406e-06,3.115644363921712e-06,-1.9550746276484662e-19,-2.264559847829556e-19,-1.3390426069330879e-17,9.27828570607487e-19,-3.205818139433216e-19,-3.143176242529536e-06,0.0,7.716948721231876e-18,-8.57836155940206e-18,-9.037562118853643e-06,0.0,-1.9632272722513563e-07,-1.0467074608052073e-06,4.479687772093922e-21,0.0,0.00011419993778415245,1.0300952347979342e-06,0.0,-7.815408816356835e-07,6.328037812117212e-06,-2.708518803056063e-19,-1.0980506982259177e-19,-6.914621497454931e-18,0.0,0.0,0.0,0.0,-2.2589281340108815e-19,-2.859934553515987e-06,-1.6635206310732011e-19,0.0,0.0,0.0,-3.0347269179517907e-19,-9.832881896108857e-07,2.00000000000178e-06,-1.016907464878609e-06,-1.6151448321933676e-19,-0.0002239171602779269,-2.8700525079501597e-07,1.485403194437077e-20,1.8173919091076427e-18,-1.3060788612535707e-20,-5.810451972498374e-08,-3.83546646679013e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,-1.1996489052753696e-05,1.4219295910985897e-06,1.9313474561318015e-06,-3.0013706609773513e-05,1.1226381225428626e-06,-2.051628873670574e-06,1.538751388374939e-05,1.545527612134179e-19,2.7987107395596524e-19,-4.938848619993966e-18,-8.890193664875374e-19,-4.458490526063983e-19,-2.0722234570818968e-06,0.0,-3.3241586207433285e-18,3.8583963647132926e-18,-1.1685704292731097e-05,0.0,-3.1809370052988724e-06,1.124953283790109e-06,1.112353612059973e-21,0.0,-4.619254455592883e-05,-2.250195812499295e-06,0.0,1.5243049744496133e-07,2.0547042919157845e-06,-6.210188197176669e-19,-3.395247284409073e-19,6.356069887401329e-18,0.0,0.0,0.0,0.0,6.715454694326474e-20,-1.9741456805124795e-06,-1.3735815467200112e-19,0.0,0.0,0.0,-1.7427391202041938e-19,-8.248501605680824e-06,2.000000000000651e-06,1.348325697023015e-06,-1.0446233725449747e-20,0.00026009757364114916,9.940079759475788e-08,-5.969473772996164e-20,-5.7471345315336415e-19,1.167252990600521e-20,-1.4849373206050792e-07,-4.527356642483321e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,-1.2580588023600262e-05,-8.051915471331376e-06,-6.846899833329492e-06,7.253915369725556e-05,-4.9181058559918325e-06,-2.382953706409204e-06,-1.9292616635183623e-05,-9.649870364809701e-21,5.521611011200799e-19,9.685249373063194e-18,-5.358023769261827e-19,-4.0012667028359537e-19,-6.665052625669099e-06,0.0,-1.1160707695741142e-17,-7.592448125127244e-18,-1.048874015298477e-05,0.0,3.347253885049932e-06,-5.041214909082859e-07,-5.557524200347729e-22,0.0,5.700287366568332e-05,-9.02432586298083e-06,0.0,2.0812137087271232e-07,1.1251356039349343e-07,-4.564735796315605e-19,2.4431463694918925e-19,4.8127948631153925e-18,0.0,0.0,0.0,0.0,-2.0464878051562088e-19,-9.848968129243026e-07,1.7440605976958751e-19,0.0,0.0,0.0,-3.581667072526447e-19,6.629241562539837e-07,2.0000000000031987e-06,-2.928133737804641e-07,5.698537505513193e-20,0.0002826723663707311,2.0567031751376723e-07,1.4103381785857488e-20,-4.193923757270013e-18,-2.150632344043539e-20,8.145471879885556e-08,3.144439869643793e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
