miliseconds,ATP,ADP,AMP,GLC,F6P,FBP,GAP,NAD,NADH,DPG,PEP,PYR,ACA,EtOH,P
1800,3.515611531644755,0.8701764982057888,0.2157597835923952,0.40372357324303965,0.06651771681847446,0.8435949922027575,0.09875398386164151,3.288640241406608,0.9436072216048785,0.4794700055180346,0.01130746563496284,0.06007662356451774,0.1625335873025433,0.45481299199840425,0.04923048961950746
1900,3.5034250525857917,0.8681554263211779,0.22088007285531994,0.41198333770774015,0.050271429170019706,0.8658368121223108,0.10153766489581434,3.2147954434242387,0.9887269432304386,0.5092893529499398,0.011814696889490245,0.06406763979951152,0.1853971310379559,0.44670687034299483,0.04926468072177445
2000,3.5186892831136283,0.8759763692075372,0.2174375509061099,0.4436107502684214,0.05038765137297639,0.8630327418125884,0.10161630533361064,3.186824241322989,1.07282217686641,0.5448838899192708,0.012461105700171962,0.0714554148239001,0.201341532055704,0.4902547365898858,0.049466954153485274
2100,3.522194628097072,0.863022161713658,0.21556012377563566,0.446319261230252,0.05153088086960521,0.8516766092848942,0.10323375016884605,3.140744407425742,1.0933501631970655,0.5665388638320525,0.013317363341762976,0.07776981925260865,0.2102299933422326,0.5058830152831046,0.04892446219503892
2200,3.536600587584726,0.8624556136669568,0.21371409981096942,0.4633909796104827,0.06494676538228539,0.8714660253649665,0.10314919636851833,3.1095411040554874,1.1474697786253192,0.5696194455598584,0.013498818789817355,0.08206409314071961,0.23457517673079187,0.5483585007405707,0.04904084608961933
2300,3.5405163934513855,0.8544333059842345,0.20978057754805998,0.48864629356568545,0.0695522778620409,0.8752292187507308,0.10405618222195692,3.0366005236936955,1.1675095601263306,0.6136333532934005,0.013787839525080725,0.08367107347085506,0.2446917356729765,0.576189669553389,0.04979441809527119
2400,3.5649352289460197,0.8515601291762688,0.20165608099998986,0.4980462384077228,0.07098563128152274,0.8826973842479682,0.10075227882721603,3.0015967574952134,1.2352908706554107,0.6296317870878173,0.01424589271363187,0.08733017539646708,0.25876612663297677,0.6012192430237225,0.04955354782897634
2500,3.5839419851358687,0.8337923730120658,0.19801077971277223,0.5124737308843428,0.0523202937032456,0.8762821324306406,0.10126120543487739,2.9606824387130173,1.2547805989717273,0.6467645593020946,0.01454687154818324,0.09466226967880126,0.27268166137041183,0.6085285443485281,0.05042322219105597
2600,3.5764099438396486,0.8220538495465051,0.19209789792799337,0.5149948935467685,0.056577801550947854,0.8682198513878041,0.10485201463476618,2.964072709424533,1.311051455927666,0.670507315177092,0.015083861336447367,0.09642302978052583,0.2902682120283712,0.6278392910464984,0.05123108654553743
2700,3.603975852221587,0.8178956192012051,0.18689145326354134,0.5245187616882111,0.07622831227259838,0.8943348330948852,0.10212549104618202,2.906308494145815,1.3309788962233036,0.6885352148312277,0.015182112797903368,0.09948816188640928,0.2907529809009561,0.6661904755584812,0.0506541637091384
2800,3.630582612360533,0.7954651569339317,0.17875850877209135,0.5559112538950718,0.07368081082105844,0.8881656557980162,0.10484552476055595,2.8811513452933633,1.3678539504647904,0.6922516483820859,0.01559542888849843,0.10077946973120121,0.31015708783087625,0.7269832593130435,0.05151436952849416
2900,3.6409430504245393,0.7945694992117327,0.1701038330290769,0.5603919837266674,0.08192546181494142,0.889644557512682,0.10551600187879892,2.8532355734672583,1.361318023279757,0.7175603575873338,0.015648281255994233,0.10090892175357088,0.3156787960603573,0.7877065904960129,0.05156775562546562
3000,3.652515601314795,0.7859032422674255,0.16403483420034776,0.5748304629889291,0.06540056550217202,0.903442725556145,0.10340342651478243,2.842477800264454,1.3843991064028678,0.7248728631612327,0.01573588190311651,0.10395321484655229,0.32042012017879345,0.8183898237738724,0.05243110877099961
3100,3.692095355531335,0.7511007666506628,0.1581577283111409,0.5829473416230643,0.07279538049701223,0.881491968696704,0.10252926977763982,2.825276855390653,1.4195497529064587,0.7365587637611312,0.016197258752283165,0.10635696491089133,0.3296531298910575,0.8744016371510924,0.05257688466736759
3200,3.694100853201919,0.739140289258073,0.15443051334508023,0.6000999200434608,0.06670526477173905,0.9120926139216455,0.10608688816315559,2.7839262101940103,1.4647538387423047,0.7520689260625579,0.015902395764315465,0.10822073511913409,0.3265089008179293,0.9039159826735335,0.052586576985029436
3300,3.706834348553025,0.7284252053849746,0.14815570364879102,0.6158444579392457,0.07702894385797093,0.8994589206097163,0.10431148756008654,2.7845442206058895,1.4520239972280213,0.7715141820522292,0.01646532983459903,0.10803064461205046,0.34021411112414396,0.9373182873851698,0.05316883764077346
3400,3.724652168976783,0.7230692062067322,0.13929130736483,0.6143663883553129,0.0803898857948869,0.8909208345845986,0.10582043699049402,2.754726659042188,1.486033416682617,0.7737503069235686,0.01615111741555856,0.10626896209703127,0.3379335399964094,0.9803819163064135,0.05354372748818311
3500,3.7523897588596,0.7167271443092603,0.13666571374093534,0.6238088182695642,0.10043259733659454,0.9005430113750824,0.1072278765935945,2.7278089182450764,1.4853815978718612,0.8052213905068369,0.016533422057886004,0.10930592112238884,0.3344932157400947,1.052911842596339,0.05282166391388856
3600,3.7678860937473604,0.6963541876572332,0.1316518772256938,0.6447696401623956,0.09808945840286137,0.8900407190240908,0.10685235850121934,2.7375348332474716,1.5277586110942287,0.8201234939838495,0.016441441576891827,0.10929105516770717,0.34294629130886667,1.0884526822021803,0.053458570511605435
3700,3.786109887384141,0.6718257065894732,0.1192696587625072,0.6658524908618745,0.10834775532166228,0.9130335217715663,0.10373674660118908,2.7078521130365507,1.5198258847097943,0.8345808882125147,0.01688398137959508,0.10899734630212692,0.3374074943473192,1.1484333291603785,0.05407084405377043
3800,3.8339895290889308,0.6666810430908134,0.1155801986967962,0.6676978226383425,0.10368984705955726,0.9131400168768481,0.10441565264913068,2.6941438391756654,1.559451284783345,0.8447748291994729,0.016500616105401145,0.1067271289504207,0.3460991505159438,1.1839129604732122,0.054693422915207575
3900,3.8471228817831897,0.6436479106717181,0.10802128338511334,0.6815413858564022,0.11154809404512657,0.918568934984467,0.10485064703532589,2.6556182299379882,1.579335581994535,0.8691410045695678,0.016565288271257604,0.10954054668282179,0.3445583838815464,1.2320409910426986,0.05434546413213385
4000,3.87230227975727,0.6348823117006426,0.10535982960304961,0.6958685833078705,0.11364562895797617,0.9132007057401736,0.1066177910199315,2.6474934305141087,1.5938870757603412,0.8713555501256617,0.016950669673954,0.10788422578237103,0.34571898024693687,1.3014086941350562,0.05570320737728976
4100,3.875809803953983,0.6123130639226363,0.10313326999733517,0.695843782904092,0.12539275138589534,0.9170031883232324,0.1079448013060805,2.6305639598890065,1.5871525196554752,0.9050176348001996,0.01655336327849032,0.10717256828364892,0.34016317362231197,1.3563503864348316,0.05586890207106057
4200,3.906282341579645,0.6039678061344939,0.09794960673361616,0.7108789688353351,0.12369744266246803,0.903086204335256,0.1048150182018378,2.621422395171325,1.6136121444247598,0.9119388310185982,0.017013617550529898,0.10818910279251846,0.34233631421872085,1.3971084938739844,0.05617539924649872
4300,3.9032086446928456,0.5942530865353746,0.08751885573420828,0.7320462834815671,0.12903283449589445,0.9073297496740053,0.10661718372260329,2.618655398667286,1.637099846496932,0.9232150469942221,0.017100703954132795,0.10728800819008379,0.33271183952282146,1.4675874711995323,0.05654446078730637
4400,3.942734372695293,0.5761519464702372,0.08856702836684294,0.7248812367553141,0.13139709216495452,0.9299584880824449,0.10476934671361306,2.5863459992454567,1.6272478650041622,0.9488895344887235,0.016925996345033622,0.10349628678901213,0.33478943043366577,1.5193371254692,0.05852674409223469
4500,3.967828397732253,0.5588890178953808,0.08029381287006371,0.7459506369648806,0.13791514756927437,0.9119459384097667,0.10597787392012173,2.6002312324975208,1.6587990274776865,0.9743255697376071,0.01699634693984455,0.1030245263071681,0.32673045505063275,1.5708212703251514,0.05816220874176141
4600,3.96881939046609,0.5484146470465256,0.07459641281872624,0.7486308302078077,0.15734394083869457,0.9051837777390495,0.1057580869485032,2.5650679349798495,1.6512352164118393,0.9845096229294577,0.01721975180798278,0.10333410806519627,0.32529266371835613,1.636463340748948,0.05874637627580645
4700,3.994948490898778,0.5460802962148992,0.07212483844659116,0.7748366234670689,0.15659732025556217,0.9129500384247405,0.10633563869296729,2.5707260477691105,1.662251070562015,1.0076566954616533,0.017236566384475852,0.10203051270274098,0.3181350073128142,1.664974205666473,0.0591922420533106
4800,4.016114452332383,0.5181785405800025,0.07262102456025388,0.7859110268632353,0.1678224394820056,0.9195197985890531,0.10690367691968522,2.549746915084838,1.6992348961578962,1.0045589627352598,0.017047979528573676,0.10100939029123455,0.319492236602815,1.709847039325892,0.060255675642857165
4900,4.028700167235293,0.5017745758157118,0.06196946272817592,0.7827537370924229,0.16776694601383038,0.925543601222523,0.10488814364717294,2.5252475211554817,1.6858912157238788,1.0346521374789996,0.01719479025664622,0.10034581137496457,0.3113867145541004,1.7601563526562285,0.061931110187998004
5000,4.035017623616945,0.5052647803788439,0.05944467927158091,0.7896696166737498,0.1858682175578249,0.9195086360193585,0.1079408815330512,2.516636171037424,1.738278011870036,1.041870583948437,0.016951637075420228,0.09842163184279093,0.3092743007122393,1.8307759104829415,0.06156311999853893
